"PC1","PC2","LESIONS","ROI"
-1.21432772460372,-0.352265677452791,"Inv Cancer","Epithelial"
-1.50711225736257,-0.381964872267207,"Inv Cancer","Epithelial"
0.446067241915191,0.859949386613253,"Inv Cancer","Stroma"
-0.297257137623744,1.52037362169319,"Inv Cancer","Epithelial"
8.19421913994896,1.17588874538687,"Inv Cancer","Stroma"
-0.223905699242039,1.39874412388719,"Inv Cancer","Epithelial"
-1.27176717535473,1.09344593519148,"Inv Cancer","Epithelial"
-1.82046501971024,-0.0343268785771282,"STIC.C","Epithelial"
-1.37791380549818,-0.0531802249124822,"STIC.C","Epithelial"
-2.33568844798759,-0.0264670652317874,"STIC.C","Epithelial"
-2.4041149614632,-0.0227158965486978,"STIC.C","Epithelial"
-2.41360535986206,-0.0868644701352691,"STIC.C","Epithelial"
-2.41675409414657,0.117341846687158,"Cancer (Floating)","Epithelial"
-2.58057746051852,0.0171382417923507,"STIC.C","Epithelial"
-2.56650673880403,-0.226517983755414,"STIC.C","Epithelial"
-1.71345453453301,-1.40732365690166,"Cancer (Floating)","Epithelial"
-2.14674819693177,0.643368213420868,"FT.C","Epithelial"
-0.846798391467307,-0.602878592206441,"FT.C","Epithelial"
-2.22682465497254,0.121278806655347,"FT.C","Epithelial"
3.86324419541409,2.81490456147969,"Inv Cancer","Stroma"
