"SAMPLE_ID","UMAP1","UMAP2","LESIONS_TYPES","ROI_TYPES"
"LSP19413_Scan1-011-Full-ROI",-0.651893238226573,-3.18906267980735,"Incidental Fimbriae","Epithelial"
"LSP19413_Scan1-012-Full-ROI",-2.55626926819483,-0.673999870816867,"Incidental Fimbriae","Stroma"
"LSP19413_Scan1-013-Full-ROI",-0.642728428045909,-3.28599032262961,"Incidental FT","Epithelial"
"LSP19413_Scan1-014-Full-ROI",-2.6688972512881,-0.0930553327004118,"Incidental FT","Stroma"
"LSP19417_Scan1-001-Full-ROI",-2.47295627991358,-0.0946889768044157,"Inv Cancer","Epithelial"
"LSP19417_Scan1-002-Full-ROI",-2.69723091522853,0.166536723574002,"Inv Cancer","Stroma"
"LSP19417_Scan1-003-Full-ROI",-1.37872372070948,1.13242474695047,"Inv Cancer","Stroma"
"LSP19417_Scan1-004-Full-ROI",0.282325645287831,-2.58596953252951,"Inv Cancer","Epithelial"
"LSP19417_Scan1-005-Full-ROI",0.239168067773183,-2.59679850439231,"Inv Cancer","Epithelial"
"LSP19417_Scan1-006-Full-ROI",0.4064315756162,-2.68583639959494,"Inv Cancer","Epithelial"
"LSP19417_Scan1-007-Full-ROI",0.341600795586904,-2.55745848516623,"Inv Cancer","Epithelial"
"LSP19417_Scan1-008-Full-ROI",-1.7975536386172,0.764714156587918,"Inv Cancer","Stroma"
"LSP19417_Scan1-009-Full-ROI",-1.94006309906642,1.0062789072593,"Inv Cancer","Stroma"
"LSP19417_Scan1-010-Full-ROI",-0.78199444214503,-2.92082556585471,"Fimbriae.C","Epithelial"
"LSP19417_Scan1-011-Full-ROI",-0.638578991095225,-3.14030798772971,"Fimbriae.C","Epithelial"
"LSP19417_Scan1-012-Full-ROI",-0.822038273016612,-2.63623770574729,"Fimbriae.C","Stroma"
"LSP19417_Scan1-013-Full-ROI",-0.61346302429835,-3.05285605291526,"FT.C","Epithelial"
"LSP19421_Scan1-001-Full-ROI",-0.816412548224132,-2.45755680898825,"Incidental STIC","Epithelial"
"LSP19421_Scan1-002-Full-ROI",1.34779729445775,-3.35047015051047,"Incidental STIC","Epithelial"
"LSP19421_Scan1-003-Full-ROI",-1.03898868958155,-2.52067145208518,"Incidental STIC","Stroma"
"LSP19421_Scan1-004-Full-ROI",1.33222474654516,-3.36010607580344,"Incidental STIC","Epithelial"
"LSP19421_Scan1-005-Full-ROI",-2.65678558746974,-0.605566109220187,"Incidental STIC","Stroma"
"LSP19421_Scan1-006-Full-ROI",1.28635015090307,-3.41828974584738,"Incidental STIC","Epithelial"
"LSP19421_Scan1-007-Full-ROI",-2.42972145477931,-0.231977547208468,"Incidental STIC","Stroma"
"LSP19421_Scan1-008-Full-ROI",1.36535348494848,-3.3457284818093,"Incidental STIC","Epithelial"
"LSP19421_Scan1-009-Full-ROI",1.33721007903417,-3.35850867132346,"Incidental STIC","Epithelial"
"LSP19421_Scan1-010-Full-ROI",-2.50196514527003,-0.524445618192355,"Incidental STIC","Stroma"
"LSP19421_Scan1-011-Full-ROI",1.32677259047826,-3.38232096532981,"Incidental STIC","Epithelial"
"LSP19421_Scan1-012-Full-ROI",1.34595050414403,-3.36956175665061,"Incidental STIC","Epithelial"
"LSP19421_Scan1-013-Full-ROI",1.28603019316991,-3.39751204351584,"Incidental STIC","Epithelial"
"LSP19421_Scan1-014-Full-ROI",-2.36969433228175,-0.770060623685519,"Incidental STIC","Stroma"
"LSP19421_Scan1-015-Full-ROI",-1.26449165741603,-2.53025015691916,"Incidental Fimbriae","Epithelial"
"LSP19421_Scan1-016-Full-ROI",-2.69256935516993,-0.512035454312961,"Incidental Fimbriae","Stroma"
"LSP19421_Scan1-017-Full-ROI",-0.354749302069346,-3.97202357153098,"Incidental FT","Epithelial"
"LSP19421_Scan1-019-Full-ROI",-1.06304035584132,-2.8134961972634,"Incidental FT","Epithelial"
