Raman Shift (cm⁻¹),Importância
999.0,2.69930330630261e-05
908.0,2.6989758172612225e-05
3417.0,2.6988656180277574e-05
1445.0,2.693552581065003e-05
911.0,2.6906414466915913e-05
3081.0,2.689935354501885e-05
998.0,2.687669033408986e-05
2793.0,2.686791102210636e-05
1441.0,2.6848927369380267e-05
960.0,2.6845620280688186e-05
560.0,2.68261174047224e-05
1737.0,2.6819079014183937e-05
2635.0,2.6806770873163602e-05
445.0,2.6757324119888482e-05
1727.0,2.668406573180492e-05
791.0,2.66263695132718e-05
947.0,2.662284536967057e-05
2880.0,2.661415611990908e-05
2769.0,2.6614045586388088e-05
997.0,2.6603227818346886e-05
422.0,2.6602898716895605e-05
1153.0,2.6598361567113887e-05
746.0,2.656914300614698e-05
2884.0,2.656460582392491e-05
907.0,2.6532664419524257e-05
1436.0,2.6522449640955038e-05
1080.0,2.6504827575073143e-05
3140.0,2.6499982429045167e-05
891.0,2.6427334277325326e-05
487.0,2.6421553310361467e-05
3141.0,2.6396344584334532e-05
547.0,2.629187707119314e-05
1125.0,2.628311429308414e-05
444.0,2.6275400118014694e-05
831.0,2.626988742340276e-05
3092.0,2.6116541541290583e-05
561.0,2.611027733063612e-05
421.0,2.6100694744299563e-05
619.0,2.6084490495983588e-05
1159.0,2.60457963356577e-05
912.0,2.603745969164061e-05
996.0,2.60135235485473e-05
1879.0,2.6008395343278933e-05
906.0,2.599468710497252e-05
1335.0,2.599408730251472e-05
1877.0,2.598533144819531e-05
1878.0,2.5960732959594516e-05
1410.0,2.596028537940262e-05
1437.0,2.5950432435737745e-05
1366.0,2.593989887135552e-05
2945.0,2.592685854910307e-05
1865.0,2.5924783474080583e-05
1858.0,2.590174756741235e-05
1876.0,2.5894556117934553e-05
420.0,2.5884011732525763e-05
846.0,2.58694587083517e-05
3425.0,2.5859854406824043e-05
1726.0,2.582447949161905e-05
2841.0,2.58179785482875e-05
1854.0,2.5792772981641212e-05
389.0,2.578721981325438e-05
1738.0,2.5749069493181744e-05
3124.0,2.5738258140980393e-05
3162.0,2.569881909771326e-05
390.0,2.5691513767421752e-05
3074.0,2.5647706666583276e-05
1846.0,2.5646153283050188e-05
166.0,2.562253098842162e-05
1160.0,2.558889916669284e-05
388.0,2.5588849266729823e-05
3087.0,2.555563658331082e-05
443.0,2.5537531407002593e-05
2879.0,2.5519453373727745e-05
430.0,2.547553156994404e-05
1900.0,2.5468784417036816e-05
961.0,2.5459298832452227e-05
2885.0,2.5446671849964266e-05
3151.0,2.5437649928902987e-05
1079.0,2.5428688562573022e-05
562.0,2.542117335206551e-05
1866.0,2.5419319886922322e-05
905.0,2.541113014413799e-05
2655.0,2.540378914000312e-05
3052.0,2.5395568476167835e-05
1438.0,2.5390022721187324e-05
2839.0,2.5386316402604103e-05
1899.0,2.5381630051880134e-05
3236.0,2.5356692744634787e-05
1875.0,2.5353250078761023e-05
546.0,2.5333089479038816e-05
387.0,2.528681493214148e-05
419.0,2.5267812078635877e-05
2981.0,2.5247537268243137e-05
650.0,2.5207333971837725e-05
3235.0,2.517869882938248e-05
920.0,2.517860723676638e-05
349.0,2.5159458578221702e-05
1255.0,2.51318375081604e-05
391.0,2.512062935360736e-05
1880.0,2.50781840081668e-05
1864.0,2.5063884373594502e-05
1614.0,2.506039418924317e-05
995.0,2.5008344840306018e-05
1901.0,2.500299958404666e-05
386.0,2.5000520892294848e-05
1367.0,2.4992542938551127e-05
1036.0,2.4954039236571713e-05
1615.0,2.4949991458984127e-05
502.0,2.4938776987962936e-05
1910.0,2.4937694712240004e-05
1898.0,2.491507102117009e-05
1440.0,2.4904330788676003e-05
1847.0,2.4887068799374916e-05
1446.0,2.4874114212309992e-05
1725.0,2.484653346188868e-05
1158.0,2.4830515621113173e-05
3419.0,2.4822290964683334e-05
503.0,2.4809365892846328e-05
904.0,2.4783953023142102e-05
1439.0,2.4769696688143414e-05
385.0,2.4769444701964007e-05
2598.0,2.4763260359261372e-05
563.0,2.4762044414827408e-05
1886.0,2.4761827139722108e-05
913.0,2.4738074081982488e-05
3163.0,2.4673432138966625e-05
1885.0,2.4660952702129234e-05
501.0,2.4595164668090142e-05
384.0,2.4584662923953694e-05
1874.0,2.4529867080052698e-05
1037.0,2.4528480155347502e-05
3083.0,2.452598506718183e-05
747.0,2.4514952564029577e-05
618.0,2.4496578714209357e-05
442.0,2.4496528355323875e-05
1078.0,2.4491304773093942e-05
3148.0,2.4446706738901833e-05
545.0,2.4440377983804192e-05
2792.0,2.443474148646468e-05
383.0,2.4425153203736705e-05
3119.0,2.4404204429843224e-05
934.0,2.440328831691695e-05
1724.0,2.4399035658230737e-05
845.0,2.438772919081237e-05
2629.0,2.4359877334950977e-05
1739.0,2.4331150131589348e-05
2599.0,2.4302454312466393e-05
1859.0,2.4301538490936933e-05
382.0,2.427691909355122e-05
1845.0,2.4256505404868838e-05
962.0,2.424766741778882e-05
1897.0,2.420243123594781e-05
1368.0,2.415181258973927e-05
564.0,2.413513505511168e-05
381.0,2.4131517510132095e-05
504.0,2.4123021987920236e-05
273.0,2.4120706032992595e-05
1708.0,2.411636961001669e-05
2886.0,2.4108038543814174e-05
1911.0,2.4101455681158285e-05
903.0,2.4096480887614158e-05
1884.0,2.4094023065611693e-05
1909.0,2.4093123134591446e-05
3237.0,2.407436306343805e-05
1707.0,2.4060456436278076e-05
2900.0,2.4053718134325303e-05
392.0,2.40285384462511e-05
1887.0,2.4015594701155552e-05
418.0,2.400122736703215e-05
2878.0,2.399928212594193e-05
1276.0,2.399776018743296e-05
1723.0,2.398891534748982e-05
380.0,2.397584928682994e-05
167.0,2.3939124513867694e-05
994.0,2.392938536263072e-05
500.0,2.391982667941635e-05
1902.0,2.3907762825761806e-05
1863.0,2.387283613090398e-05
379.0,2.378887344692398e-05
1881.0,2.378558748427688e-05
1709.0,2.377902968912577e-05
3139.0,2.3778271430693394e-05
1706.0,2.3748402957820035e-05
1038.0,2.374495698789408e-05
2791.0,2.3725492906807063e-05
946.0,2.371353006652899e-05
3043.0,2.370885819223054e-05
1077.0,2.369356478180293e-05
1867.0,2.3675572592250405e-05
1616.0,2.3668467488478976e-05
1873.0,2.3641960469153703e-05
544.0,2.362142931597824e-05
3161.0,2.360049763609307e-05
1833.0,2.3564873022440723e-05
1883.0,2.3559566051427705e-05
1613.0,2.3556129956875945e-05
488.0,2.3554944594253766e-05
378.0,2.355489425985612e-05
565.0,2.3552991759245777e-05
1862.0,2.353907717665608e-05
1853.0,2.352874519038951e-05
1334.0,2.3521333093819505e-05
1834.0,2.3499625822788102e-05
832.0,2.3484837776295038e-05
1698.0,2.346139627295154e-05
2597.0,2.345394164808048e-05
1369.0,2.3452545123020137e-05
1852.0,2.3451344065765045e-05
1882.0,2.3448517670419507e-05
1161.0,2.3439998001765942e-05
1107.0,2.3420333636766346e-05
790.0,2.3354031568630763e-05
246.0,2.3351890897848018e-05
1697.0,2.3340388734434633e-05
1722.0,2.3332692128614932e-05
902.0,2.332106010633802e-05
1705.0,2.3320658543155602e-05
1717.0,2.330364923590882e-05
245.0,2.33033213196982e-05
1699.0,2.3297505796702885e-05
1851.0,2.3295588883226284e-05
1718.0,2.3295290645184287e-05
377.0,2.3294028378568322e-05
247.0,2.3291441513990984e-05
1896.0,2.3284780677760592e-05
3086.0,2.3254574529549503e-05
350.0,2.3252999999946216e-05
1835.0,2.3227929682349147e-05
244.0,2.3222040146287555e-05
1715.0,2.322030039862116e-05
963.0,2.3202642884674172e-05
914.0,2.319878966839371e-05
1719.0,2.3186669564791908e-05
3386.0,2.318025821661557e-05
1850.0,2.3177972409283837e-05
243.0,2.314044752944601e-05
1716.0,2.313117953577927e-05
1861.0,2.3129450735246736e-05
1710.0,2.3124823426117836e-05
441.0,2.3090516844215545e-05
3238.0,2.308740639736735e-05
1714.0,2.308657610401005e-05
376.0,2.3082993455249435e-05
1696.0,2.3079360861380464e-05
1836.0,2.307833173641259e-05
3085.0,2.3060472531672353e-05
242.0,2.3059987444045497e-05
3013.0,2.3056364423466563e-05
499.0,2.3047989261213584e-05
1720.0,2.3039461341098997e-05
566.0,2.303714536576719e-05
1076.0,2.3019724504670536e-05
901.0,2.301925655394811e-05
3080.0,2.301554020210185e-05
2538.0,2.3014559741283628e-05
1124.0,2.3004073556695605e-05
248.0,2.2998198609534976e-05
241.0,2.2968894173427638e-05
431.0,2.2946783119206703e-05
1370.0,2.294461427366695e-05
3305.0,2.2926738393947484e-05
1622.0,2.2916542019803052e-05
1482.0,2.291265132167579e-05
1849.0,2.2906230920099463e-05
505.0,2.2898860482475048e-05
3142.0,2.2896910303537745e-05
1721.0,2.289202880065617e-05
1700.0,2.2885152549038643e-05
993.0,2.288390808775258e-05
617.0,2.288109484328057e-05
1872.0,2.2874098748679743e-05
375.0,2.286740043815008e-05
240.0,2.2857156543441856e-05
1704.0,2.285642942255303e-05
3104.0,2.283202601610943e-05
1409.0,2.2830230777782745e-05
1695.0,2.282956041063184e-05
1039.0,2.2829355491570826e-05
543.0,2.282659256112526e-05
3416.0,2.2815843663230674e-05
3103.0,2.280372877568819e-05
844.0,2.2801132805832094e-05
900.0,2.27812383590003e-05
407.0,2.2776965032210708e-05
1481.0,2.2776573871630246e-05
1254.0,2.277570348154544e-05
1623.0,2.2752241091507477e-05
1621.0,2.2751150920525324e-05
3042.0,2.274824531912822e-05
1154.0,2.2737499655217723e-05
3093.0,2.2726421265864513e-05
239.0,2.272258755150839e-05
2642.0,2.2721209197951325e-05
406.0,2.2710807305393625e-05
1713.0,2.2703320485942417e-05
1860.0,2.2682502873528237e-05
1837.0,2.266961844638042e-05
2636.0,2.2640261562009106e-05
2887.0,2.263480770742485e-05
919.0,2.263158445445558e-05
2654.0,2.2629290897976656e-05
1371.0,2.261378090562094e-05
2641.0,2.2611278256485308e-05
567.0,2.2605102549288998e-05
1694.0,2.2604981626550846e-05
168.0,2.260370317989984e-05
1868.0,2.2595048707505307e-05
1483.0,2.258363028675559e-05
238.0,2.2568237001824763e-05
393.0,2.2565933166793293e-05
1711.0,2.252988360802457e-05
408.0,2.2520851387718495e-05
1832.0,2.2515851437942195e-05
1848.0,2.250971230273671e-05
1947.0,2.2508278232172604e-05
2643.0,2.249231445887468e-05
1372.0,2.2489550686662413e-05
1740.0,2.2476675516013193e-05
899.0,2.2471192169766068e-05
1701.0,2.246059484394382e-05
1703.0,2.2457277020401605e-05
3185.0,2.245715398288369e-05
1075.0,2.2431067005552368e-05
2537.0,2.2430957840515454e-05
2946.0,2.242227131702972e-05
568.0,2.2417980232635457e-05
1373.0,2.241563921854732e-05
237.0,2.239690166603382e-05
1620.0,2.2390636200081068e-05
1712.0,2.2389331204649503e-05
1912.0,2.2387811086234906e-05
748.0,2.2382619295783746e-05
3385.0,2.236649865520163e-05
1913.0,2.2366009419766053e-05
1871.0,2.236073479894744e-05
569.0,2.2333927433428152e-05
1888.0,2.233099913431638e-05
405.0,2.233075639690781e-05
1617.0,2.233070154405897e-05
1693.0,2.2320169295224015e-05
3098.0,2.2318921567621208e-05
249.0,2.2311609759528118e-05
1447.0,2.2302375815911212e-05
1702.0,2.2287996653057682e-05
539.0,2.2280288242042156e-05
964.0,2.227811215389993e-05
1903.0,2.2276049500627177e-05
1946.0,2.226655886047415e-05
1480.0,2.226443764009562e-05
1869.0,2.2262031209493748e-05
540.0,2.226181845126484e-05
570.0,2.2258541152263865e-05
1374.0,2.2254036899528528e-05
236.0,2.2208749481798653e-05
541.0,2.2181035579637394e-05
538.0,2.2176167363632836e-05
571.0,2.216579970503648e-05
1211.0,2.216400806200223e-05
1870.0,2.2162664535953316e-05
1895.0,2.2161643433302895e-05
2877.0,2.2127050586833625e-05
2640.0,2.2114766063412658e-05
1212.0,2.2100721667944033e-05
542.0,2.2100340114010305e-05
1210.0,2.20979572403343e-05
1328.0,2.209017269828839e-05
1624.0,2.2076869675300884e-05
1327.0,2.2074356776678936e-05
2770.0,2.2061267541132038e-05
3234.0,2.2059619364147e-05
498.0,2.2058180793093137e-05
572.0,2.2056221369659305e-05
1375.0,2.2044940370263908e-05
898.0,2.203499375717369e-05
417.0,2.2013705664858498e-05
235.0,2.2003878836987896e-05
3099.0,2.199867871710298e-05
1692.0,2.195050279565586e-05
3102.0,2.1949228603945394e-05
1619.0,2.194873260714602e-05
3105.0,2.1947304543809477e-05
1040.0,2.1945366210191113e-05
1157.0,2.1942028099542483e-05
573.0,2.1941779087734636e-05
409.0,2.1935683927333454e-05
1914.0,2.193146327710099e-05
537.0,2.190890825579438e-05
1213.0,2.1906093068058143e-05
1209.0,2.190072790468402e-05
2539.0,2.1890183087860396e-05
351.0,2.1873908369162894e-05
1074.0,2.1871979032680218e-05
2790.0,2.1860275561416605e-05
574.0,2.1824134130702035e-05
1376.0,2.181422376350774e-05
1484.0,2.1797962873532268e-05
892.0,2.1789697376387192e-05
234.0,2.1786989921319868e-05
1618.0,2.1768782950169642e-05
915.0,2.1727972125084824e-05
2480.0,2.172461407900058e-05
992.0,2.1712280498377297e-05
575.0,2.168570515184337e-05
404.0,2.165645499965355e-05
1326.0,2.1651894908011153e-05
1176.0,2.1636559196650035e-05
935.0,2.1635826626662918e-05
3075.0,2.1621679371507918e-05
3084.0,2.1615000610887245e-05
1175.0,2.160107673936434e-05
1908.0,2.1599792853478123e-05
1691.0,2.1590425650838874e-05
1214.0,2.1581636498477824e-05
2644.0,2.1575149966440144e-05
1329.0,2.1574429976940433e-05
1831.0,2.1572380799176923e-05
3179.0,2.1571114143760233e-05
1208.0,2.1570899802062987e-05
233.0,2.156993696331197e-05
1377.0,2.1553977300026718e-05
3181.0,2.1514015056713503e-05
1479.0,2.1507686672833177e-05
1177.0,2.1502380609819515e-05
576.0,2.1500244005514162e-05
169.0,2.1486841556479834e-05
2600.0,2.1475585395771808e-05
536.0,2.1474493444727236e-05
374.0,2.1466841123074573e-05
3180.0,2.1441377571741403e-05
2481.0,2.1437848154380806e-05
2563.0,2.142903469333646e-05
897.0,2.139912000619545e-05
1174.0,2.1390167397469516e-05
965.0,2.1387674951717645e-05
2562.0,2.1382866166172904e-05
1844.0,2.1379360465739743e-05
232.0,2.1369838885303428e-05
3387.0,2.136048443172638e-05
1838.0,2.1349301616807988e-05
789.0,2.1347012646769476e-05
1915.0,2.1344439336991172e-05
3239.0,2.1338367861046425e-05
616.0,2.1334121355358016e-05
1690.0,2.1327819296651106e-05
1073.0,2.1288917389137824e-05
2596.0,2.127429081492844e-05
506.0,2.1264048856468284e-05
1178.0,2.1260544073459184e-05
3178.0,2.1256233030283446e-05
577.0,2.1251737457034733e-05
1378.0,2.1245818845502174e-05
440.0,2.124020065867673e-05
3100.0,2.123100492138505e-05
3101.0,2.122030725003324e-05
231.0,2.1203940055474717e-05
2862.0,2.1184715992506057e-05
3106.0,2.117449412178803e-05
1215.0,2.114592605802801e-05
1689.0,2.1131404373579487e-05
1041.0,2.112693368919881e-05
1207.0,2.1113579884695132e-05
230.0,2.1084093746827074e-05
250.0,2.107638555240755e-05
1839.0,2.107487702305842e-05
3097.0,2.1047103203648007e-05
843.0,2.1043785565633134e-05
1173.0,2.1023784838348244e-05
2888.0,2.10231431406208e-05
229.0,2.1012938257230605e-05
1325.0,2.10115009879138e-05
410.0,2.100197248833865e-05
394.0,2.1001937202112843e-05
1179.0,2.099992534080591e-05
1891.0,2.099920903118603e-05
918.0,2.0992123795050167e-05
228.0,2.0982306495098778e-05
227.0,2.0974340871779235e-05
1333.0,2.097395805268468e-05
226.0,2.0966195527199133e-05
1625.0,2.0958226747751324e-05
497.0,2.0953709077694616e-05
578.0,2.0945681814952377e-05
225.0,2.0937885161129824e-05
1688.0,2.092757389720282e-05
535.0,2.0901988251726718e-05
1253.0,2.0900106419371118e-05
1277.0,2.089996730164396e-05
1379.0,2.0894612470796566e-05
224.0,2.0879966207939223e-05
1894.0,2.0873603849274838e-05
1830.0,2.0853017610730957e-05
3044.0,2.0841984431736956e-05
352.0,2.0805000591343545e-05
1681.0,2.0798164168332736e-05
3096.0,2.0796635077437303e-05
223.0,2.079647772407916e-05
1916.0,2.0796129148076553e-05
1682.0,2.079251034138592e-05
3094.0,2.0790680716745066e-05
1683.0,2.079016298447089e-05
1180.0,2.077426251106101e-05
1680.0,2.077191688274779e-05
3095.0,2.0771559417805605e-05
1684.0,2.076628711531605e-05
1633.0,2.076500593465047e-05
210.0,2.0754055224522585e-05
1206.0,2.074740712861786e-05
211.0,2.0744683703786477e-05
1840.0,2.074308779535138e-05
3213.0,2.073979612031222e-05
1687.0,2.073959371731661e-05
2639.0,2.073163708879228e-05
403.0,2.072728004958691e-05
2628.0,2.0719779821938485e-05
1890.0,2.071878323570759e-05
209.0,2.0713926662699407e-05
1632.0,2.070116489714675e-05
222.0,2.0701102390798975e-05
1685.0,2.0699787204661973e-05
212.0,2.0693511733788838e-05
1679.0,2.0682010500694467e-05
916.0,2.06782951525102e-05
1612.0,2.0675515397832822e-05
1485.0,2.0667523183414686e-05
1686.0,2.0659641456480045e-05
2899.0,2.0653081084618695e-05
1072.0,2.0649381495287948e-05
945.0,2.0646192067334678e-05
1216.0,2.0635159229000646e-05
1478.0,2.0632964707182517e-05
208.0,2.0628649521231792e-05
3107.0,2.0620797701522285e-05
213.0,2.0617379202391116e-05
3312.0,2.0612095769580524e-05
221.0,2.060927987743373e-05
579.0,2.0606698439826698e-05
2840.0,2.0593214893484e-05
1181.0,2.0576232474996296e-05
1678.0,2.056228563001681e-05
1634.0,2.0559032243883884e-05
214.0,2.053684675181875e-05
1380.0,2.0531755998116563e-05
220.0,2.0531655846518733e-05
207.0,2.051302167009385e-05
1172.0,2.0507199342748013e-05
1330.0,2.0496671636386286e-05
991.0,2.0473230774862516e-05
219.0,2.047273522079359e-05
215.0,2.0470348732599315e-05
3152.0,2.046303359733379e-05
1677.0,2.046244544386927e-05
896.0,2.0461734835377913e-05
170.0,2.0459102611918015e-05
3164.0,2.0454070132067764e-05
218.0,2.0434132551091618e-05
216.0,2.0429670747331226e-05
3319.0,2.0422646255461534e-05
217.0,2.0418410021523007e-05
966.0,2.0410793530383356e-05
206.0,2.038610788855577e-05
1631.0,2.0379383837767457e-05
1205.0,2.0374823709933068e-05
1676.0,2.0374505637500933e-05
1182.0,2.0363253767355075e-05
917.0,2.0362981183198657e-05
1904.0,2.0352878422851295e-05
1917.0,2.0352853117715294e-05
1892.0,2.034620501988393e-05
1324.0,2.031279062991568e-05
788.0,2.0282656626800465e-05
1652.0,2.027342573763505e-05
1626.0,2.0270001212020075e-05
1042.0,2.026897788497188e-05
580.0,2.0268110705507722e-05
2564.0,2.0264980600538318e-05
205.0,2.026378559033516e-05
749.0,2.025905639065303e-05
1675.0,2.0258094622792767e-05
1408.0,2.025258639035808e-05
1653.0,2.024217743297093e-05
534.0,2.0236686190554973e-05
1889.0,2.0229634720622055e-05
1643.0,2.0216867290343686e-05
3108.0,2.0208302081266187e-05
2653.0,2.0206407710461843e-05
1635.0,2.020341783119562e-05
3109.0,2.019405662454495e-05
1651.0,2.018913916565205e-05
1381.0,2.0188130337310982e-05
1627.0,2.0187244125872612e-05
1948.0,2.017967235846881e-05
1642.0,2.017899428625215e-05
787.0,2.017657558822681e-05
1661.0,2.0169130821131346e-05
1660.0,2.0159818032344467e-05
3320.0,2.0155814841618678e-05
204.0,2.01547298878802e-05
1741.0,2.0152644827473162e-05
1644.0,2.0142035814193924e-05
1654.0,2.01336825119275e-05
1217.0,2.0128550576535092e-05
1674.0,2.0122058817651123e-05
1659.0,2.0113263734185026e-05
1662.0,2.0095291343701815e-05
1183.0,2.009025940898595e-05
1658.0,2.0069761537829772e-05
203.0,2.006201636096527e-05
2876.0,2.0059661689374407e-05
1650.0,2.005658352106239e-05
1645.0,2.004883969752418e-05
786.0,2.0043734317909726e-05
1655.0,2.0041986186256132e-05
1162.0,2.0036835762101665e-05
1657.0,2.003563547450981e-05
2479.0,2.0026826985096404e-05
1673.0,2.00259176559356e-05
1656.0,2.0015901617225453e-05
2980.0,2.0015089982586328e-05
1641.0,2.0003253833526682e-05
1384.0,1.999963721235602e-05
1385.0,1.9998297041210507e-05
1646.0,1.999827562189487e-05
1672.0,1.9994337513841327e-05
202.0,1.9987697479189995e-05
1628.0,1.998474636969694e-05
1671.0,1.99787687916527e-05
1647.0,1.9977330025617093e-05
3384.0,1.9972742772032534e-05
1649.0,1.997227232704969e-05
1957.0,1.99710491974501e-05
581.0,1.996191596197306e-05
1648.0,1.9960270797913165e-05
1383.0,1.99514126205479e-05
1071.0,1.994765247971337e-05
1663.0,1.9946067137579755e-05
2217.0,1.9943876732878048e-05
201.0,1.9935420108598162e-05
353.0,1.993474449002651e-05
1918.0,1.993281853720309e-05
2947.0,1.9931947906867534e-05
1670.0,1.9923637768565317e-05
197.0,1.9923404428642237e-05
1218.0,1.9921885354165582e-05
1204.0,1.9920475733261086e-05
615.0,1.9916476596653185e-05
198.0,1.9915722711127205e-05
1386.0,1.9910393526147325e-05
1630.0,1.9908840037590696e-05
200.0,1.9908458104151645e-05
196.0,1.9908395119205603e-05
3125.0,1.9908060051871644e-05
199.0,1.9905129217711533e-05
1382.0,1.989936857299539e-05
1636.0,1.9859850255923893e-05
195.0,1.985337682189044e-05
489.0,1.9849503038245098e-05
1669.0,1.983259710742442e-05
1171.0,1.983171562682296e-05
2569.0,1.9829248270624263e-05
2536.0,1.9826101140431062e-05
1664.0,1.9789389600398644e-05
1640.0,1.9769686762753806e-05
194.0,1.9748720972928444e-05
1668.0,1.9746704281004633e-05
1477.0,1.9733073197736926e-05
1387.0,1.9728453302569185e-05
3355.0,1.9723868679396733e-05
1184.0,1.9718060939119056e-05
1629.0,1.9714560310758892e-05
582.0,1.9711861059274624e-05
3336.0,1.9701301278635344e-05
1665.0,1.9691776798889906e-05
1667.0,1.969003329841042e-05
496.0,1.967075853666256e-05
411.0,1.9668230549051335e-05
1666.0,1.966652958919469e-05
3160.0,1.9665744924402255e-05
785.0,1.966230098293209e-05
3354.0,1.9660853932298928e-05
1637.0,1.9629025179807463e-05
1956.0,1.9612530012599267e-05
402.0,1.960825657281211e-05
193.0,1.959675398158173e-05
1639.0,1.9592513085703446e-05
395.0,1.958505457404986e-05
1323.0,1.958390025239202e-05
3273.0,1.958198174875586e-05
1829.0,1.9581856551124765e-05
1841.0,1.9581278414339558e-05
1219.0,1.9579890020235768e-05
416.0,1.957970124997507e-05
1893.0,1.955585866030982e-05
1638.0,1.9539734527396403e-05
1448.0,1.9533313868012087e-05
3214.0,1.9531478517581503e-05
3335.0,1.9527785628225094e-05
583.0,1.9526639171681768e-05
533.0,1.9524007143651506e-05
2561.0,1.9518218403081748e-05
2645.0,1.9488999629848875e-05
1388.0,1.9481145021655013e-05
3182.0,1.9436410518212748e-05
171.0,1.9430666146235807e-05
1170.0,1.9413674261702253e-05
192.0,1.941338140796237e-05
507.0,1.940836751613315e-05
432.0,1.940274624486164e-05
1203.0,1.940102557688319e-05
584.0,1.9392466084717313e-05
3110.0,1.9388391207819897e-05
1919.0,1.9387751126001813e-05
1123.0,1.9343939412538374e-05
1945.0,1.9338539100372782e-05
1486.0,1.932313906586783e-05
1252.0,1.9321866419073937e-05
3394.0,1.9312077479504834e-05
2218.0,1.9310705791344385e-05
3051.0,1.9308167292654216e-05
2889.0,1.9291837351647583e-05
585.0,1.9270847556698693e-05
1307.0,1.925316061366819e-05
1155.0,1.9247471883407702e-05
251.0,1.9237940445778573e-05
191.0,1.9224445340880906e-05
990.0,1.9221823409931765e-05
1389.0,1.9218612808011947e-05
1308.0,1.921648654556845e-05
1185.0,1.921616907002629e-05
967.0,1.9214877960192034e-05
1043.0,1.9198471155714732e-05
1070.0,1.919660257478605e-05
354.0,1.9132699303996592e-05
2540.0,1.9110733376076252e-05
1306.0,1.9109357504444887e-05
586.0,1.9107875076968907e-05
1108.0,1.9091115689953264e-05
895.0,1.908770463371327e-05
1843.0,1.9075908983311323e-05
842.0,1.9066682502200812e-05
190.0,1.9055898724151356e-05
2568.0,1.9023388262966317e-05
1169.0,1.8997444805278877e-05
1220.0,1.8992625654234025e-05
1390.0,1.8989415582700838e-05
1309.0,1.892725129476996e-05
189.0,1.8921552893599604e-05
1331.0,1.8917278479774304e-05
1465.0,1.88769290153448e-05
784.0,1.886592404018026e-05
1476.0,1.8854633158375572e-05
439.0,1.885420871614942e-05
587.0,1.8853905155193796e-05
1305.0,1.884924048602466e-05
1202.0,1.8844943315920027e-05
936.0,1.882759534033906e-05
1391.0,1.8823850302717352e-05
3041.0,1.8821677137641404e-05
2570.0,1.882102938671124e-05
188.0,1.8815386400696326e-05
532.0,1.8797655336518816e-05
1842.0,1.8790115030230232e-05
1464.0,1.8767509738086015e-05
1322.0,1.876246179471546e-05
1466.0,1.8762074285689437e-05
272.0,1.8753737081560224e-05
1392.0,1.872958017300829e-05
1395.0,1.8722910988757935e-05
1396.0,1.872125076570318e-05
187.0,1.871352984652375e-05
2595.0,1.8713419165363442e-05
1394.0,1.8703871356693634e-05
1393.0,1.8696590795634523e-05
3177.0,1.8689560670028407e-05
2789.0,1.8682014242722817e-05
1397.0,1.8671812445215688e-05
1920.0,1.865231834768074e-05
614.0,1.8642275182888655e-05
1934.0,1.8625327999514e-05
833.0,1.8588212150046017e-05
2948.0,1.8587234590729444e-05
1186.0,1.8585234443487653e-05
186.0,1.8584786124735973e-05
1398.0,1.856456909097723e-05
1933.0,1.855788270381251e-05
2216.0,1.8555157879508496e-05
1905.0,1.853993470599629e-05
1935.0,1.8511343215915757e-05
2565.0,1.8509879632476364e-05
2343.0,1.8509638954073226e-05
3318.0,1.8501446845067036e-05
1168.0,1.8496226348035483e-05
1304.0,1.8490166629947485e-05
588.0,1.848334943495771e-05
396.0,1.8464539051162304e-05
1463.0,1.845952678463265e-05
2771.0,1.845939501514545e-05
1069.0,1.841655212650859e-05
3424.0,1.8409528036967097e-05
1399.0,1.840803801280694e-05
1302.0,1.840614509900179e-05
185.0,1.8403904391729844e-05
3014.0,1.839596847316251e-05
1467.0,1.838943020360658e-05
3337.0,1.8388621631903322e-05
401.0,1.838620798350298e-05
1332.0,1.8376401503952645e-05
172.0,1.8369498978924778e-05
1921.0,1.8362876508128896e-05
3207.0,1.8359708713569637e-05
1958.0,1.835578878067095e-05
1310.0,1.8341753541099957e-05
1932.0,1.833290142803103e-05
1301.0,1.828762503454822e-05
1936.0,1.828721096896773e-05
1922.0,1.828197750439085e-05
1201.0,1.825903545804018e-05
1907.0,1.824280885891862e-05
1303.0,1.823760561409519e-05
750.0,1.8224391989799764e-05
1400.0,1.821498998252156e-05
1278.0,1.8196124268848755e-05
1407.0,1.819105903566966e-05
3138.0,1.8167650624740384e-05
184.0,1.816148963415438e-05
1931.0,1.8146725966524937e-05
1221.0,1.8109503666321156e-05
3420.0,1.8108226618542566e-05
495.0,1.809998482994622e-05
1930.0,1.8077983953170836e-05
355.0,1.8075086539747393e-05
531.0,1.80700280449341e-05
3395.0,1.8053547374515744e-05
1765.0,1.8022059394903653e-05
1828.0,1.8017295633196892e-05
1475.0,1.8007612716280994e-05
2482.0,1.8005610629275298e-05
589.0,1.800224096106697e-05
3408.0,1.8001994146117634e-05
2638.0,1.799595102547311e-05
1462.0,1.7987486694638932e-05
1401.0,1.7984791432508097e-05
1937.0,1.7977894426672393e-05
989.0,1.7973224552308316e-05
412.0,1.7950949290439285e-05
2875.0,1.7950339579650118e-05
1300.0,1.7908352053014588e-05
1929.0,1.78993212898045e-05
1187.0,1.7877775498379592e-05
1251.0,1.78741652258735e-05
1167.0,1.787394854353039e-05
183.0,1.7867328400924574e-05
1764.0,1.7861994966563184e-05
2344.0,1.786125250782621e-05
2342.0,1.784589803895937e-05
1321.0,1.7841650565156868e-05
3208.0,1.7818787206938322e-05
